,acc,bool_optimal,phi,theta
10669,0.5793,1,5,0.8699999999999996
10670,0.6763,1,5,0.8699999999999996
10671,0.2819,1,5,0.8699999999999996
10672,0.6739,1,5,0.8699999999999996
10673,0.7444,1,5,0.8699999999999996
10674,0.7445,1,5,0.8699999999999996
10675,0.6681,1,5,0.8699999999999996
10676,0.5664,1,5,0.8699999999999996
10677,0.7715,1,5,0.8699999999999996
10678,0.575,1,5,0.8699999999999996
10679,0.5001,1,5,0.8699999999999996
10680,0.8613,1,5,0.8699999999999996
10681,0.8621,1,5,0.8699999999999996
10682,0.572,1,5,0.8699999999999996
10683,0.9511,1,5,0.8699999999999996
10684,0.566,1,5,0.8699999999999996
10685,0.8574,1,5,0.8699999999999996
10686,0.8395,1,5,0.8699999999999996
10687,0.8569,1,5,0.8699999999999996
10688,0.6541,1,5,0.8699999999999996
10689,0.6519,1,5,0.8699999999999996
10690,0.7511,1,5,0.8699999999999996
10691,0.78,1,5,0.8699999999999996
10692,0.7796,1,5,0.8699999999999996
10693,0.5931,1,5,0.8699999999999996
10694,0.6707,1,5,0.8699999999999996
10695,0.8587,1,5,0.8699999999999996
10696,0.7652,1,5,0.8699999999999996
10697,0.8569,1,5,0.8699999999999996
10698,0.7685,1,5,0.8699999999999996
10699,0.8605,1,5,0.8699999999999996
10700,0.7801,1,5,0.8799999999999996
10701,0.7637,1,5,0.8799999999999996
10702,0.751,1,5,0.8799999999999996
10703,0.6762,1,5,0.8799999999999996
10704,0.9504,1,5,0.8799999999999996
10705,0.5775,1,5,0.8799999999999996
10706,0.7678,1,5,0.8799999999999996
10707,0.4908,1,5,0.8799999999999996
10708,0.6762,1,5,0.8799999999999996
10709,0.7657,1,5,0.8799999999999996
10710,0.9454,1,5,0.8799999999999996
10711,0.7508,1,5,0.8799999999999996
10712,0.5633,1,5,0.8799999999999996
10713,0.4627,1,5,0.8799999999999996
10714,0.6617,1,5,0.8799999999999996
10715,0.7595,1,5,0.8799999999999996
10716,0.6788,1,5,0.8799999999999996
10717,0.7686,1,5,0.8799999999999996
10718,0.5639,1,5,0.8799999999999996
10719,0.674,1,5,0.8799999999999996
10720,0.7603,1,5,0.8799999999999996
10721,0.6814,1,5,0.8799999999999996
10722,0.6647,1,5,0.8799999999999996
10723,0.6701,1,5,0.8799999999999996
10724,0.9448,1,5,0.8799999999999996
10725,0.5861,1,5,0.8799999999999996
10726,0.8587,1,5,0.8799999999999996
10727,0.7773,1,5,0.8799999999999996
10728,0.3891,1,5,0.8799999999999996
10729,0.5636,1,5,0.8799999999999996
10730,0.6839,1,5,0.8799999999999996
10731,0.8576,1,5,0.8799999999999996
10732,0.7738,1,5,0.8799999999999996
10733,0.6515,1,5,0.8799999999999996
10734,0.7754,1,5,0.8799999999999996
10735,0.6563,1,5,0.8799999999999996
10736,0.5042,1,5,0.8799999999999996
10737,0.6603,1,5,0.8799999999999996
10738,0.5704,1,5,0.8799999999999996
10739,0.9405,1,5,0.8799999999999996
10740,0.5891,1,5,0.8799999999999996
10741,0.7732,1,5,0.8799999999999996
10742,0.4749,1,5,0.8799999999999996
10743,0.8603,1,5,0.8799999999999996
10744,0.7675,1,5,0.8799999999999996
10745,0.5672,1,5,0.8799999999999996
10746,0.8658,1,5,0.8799999999999996
10747,0.8663,1,5,0.8799999999999996
10748,0.574,1,5,0.8799999999999996
10749,0.6838,1,5,0.8799999999999996
10750,0.7681,1,5,0.8799999999999996
10751,0.6779,1,5,0.8799999999999996
10752,0.5661,1,5,0.8799999999999996
10753,0.8621,1,5,0.8799999999999996
10754,0.557,1,5,0.8799999999999996
10755,0.9506,1,5,0.8799999999999996
10756,0.8612,1,5,0.8799999999999996
10757,0.5853,1,5,0.8799999999999996
10758,0.594,1,5,0.8799999999999996
10759,0.9509,1,5,0.8799999999999996
10760,0.6567,1,5,0.8799999999999996
10761,0.5985,1,5,0.8799999999999996
10762,0.5619,1,5,0.8799999999999996
10763,0.7729,1,5,0.8799999999999996
10764,0.5877,1,5,0.8799999999999996
10765,0.8683,1,5,0.8799999999999996
10766,0.7654,1,5,0.8799999999999996
10767,0.7456,1,5,0.8799999999999996
10768,0.6551,1,5,0.8799999999999996
10769,0.4816,1,5,0.8799999999999996
10770,0.7667,1,5,0.8799999999999996
10771,0.8425,1,5,0.8799999999999996
10772,0.7732,1,5,0.8799999999999996
10773,0.6514,1,5,0.8799999999999996
10774,0.7681,1,5,0.8799999999999996
10775,0.6771,1,5,0.8799999999999996
10776,0.4828,1,5,0.8799999999999996
10777,0.7577,1,5,0.8799999999999996
10778,0.7706,1,5,0.8799999999999996
10779,0.8361,1,5,0.8799999999999996
10780,0.6568,1,5,0.8799999999999996
10781,0.6728,1,5,0.8799999999999996
10782,0.3838,1,5,0.8799999999999996
10783,0.6518,1,5,0.8799999999999996
10784,0.8558,1,5,0.8799999999999996
10785,0.9521,1,5,0.8799999999999996
10786,0.7489,1,5,0.8799999999999996
10787,0.773,1,5,0.8799999999999996
10788,0.6578,1,5,0.8799999999999996
10789,0.8367,1,5,0.8799999999999996
10790,0.4895,1,5,0.8799999999999996
10791,0.6712,1,5,0.8799999999999996
10792,0.6784,1,5,0.8799999999999996
10793,0.7678,1,5,0.8799999999999996
10794,0.5642,1,5,0.8799999999999996
10795,0.8571,1,5,0.8799999999999996
10796,0.5631,1,5,0.8799999999999996
10797,0.6565,1,5,0.8799999999999996
10798,0.688,1,5,0.8799999999999996
10799,0.766,1,5,0.8799999999999996
10800,0.6611,1,5,0.8899999999999996
10801,0.6708,1,5,0.8899999999999996
10802,0.7598,1,5,0.8899999999999996
10803,0.5621,1,5,0.8899999999999996
10804,0.5822,1,5,0.8899999999999996
10805,0.6679,1,5,0.8899999999999996
10806,0.749,1,5,0.8899999999999996
10807,0.5712,1,5,0.8899999999999996
10808,0.5672,1,5,0.8899999999999996
10809,0.9447,1,5,0.8899999999999996
10810,0.9516,1,5,0.8899999999999996
10811,0.6593,1,5,0.8899999999999996
10812,0.675,1,5,0.8899999999999996
10813,0.8579,1,5,0.8899999999999996
10814,0.6767,1,5,0.8899999999999996
10815,0.6544,1,5,0.8899999999999996
10816,0.5611,1,5,0.8899999999999996
10817,0.655,1,5,0.8899999999999996
10818,0.2918,1,5,0.8899999999999996
10819,0.772,1,5,0.8899999999999996
10820,0.8577,1,5,0.8899999999999996
10821,0.6605,1,5,0.8899999999999996
10822,0.767,1,5,0.8899999999999996
10823,0.8582,1,5,0.8899999999999996
10824,0.7431,1,5,0.8899999999999996
10825,0.1017,1,5,0.8899999999999996
10826,0.5632,1,5,0.8899999999999996
10827,0.9466,1,5,0.8899999999999996
10828,0.8391,1,5,0.8899999999999996
10829,0.6854,1,5,0.8899999999999996
10830,0.8573,1,5,0.8899999999999996
10831,0.7521,1,5,0.8899999999999996
10832,0.3821,1,5,0.8899999999999996
10833,0.6819,1,5,0.8899999999999996
10834,0.5563,1,5,0.8899999999999996
10835,0.4715,1,5,0.8899999999999996
10836,0.6759,1,5,0.8899999999999996
10837,0.6662,1,5,0.8899999999999996
10838,0.9472,1,5,0.8899999999999996
10839,0.5912,1,5,0.8899999999999996
10840,0.5702,1,5,0.8899999999999996
10841,0.7748,1,5,0.8899999999999996
10842,0.7665,1,5,0.8899999999999996
10843,0.5752,1,5,0.8899999999999996
10844,0.6915,1,5,0.8899999999999996
10845,0.6594,1,5,0.8899999999999996
10846,0.7704,1,5,0.8899999999999996
10847,0.858,1,5,0.8899999999999996
10848,0.483,1,5,0.8899999999999996
10849,0.7455,1,5,0.8899999999999996
10850,0.8541,1,5,0.8899999999999996
10851,0.8544,1,5,0.8899999999999996
10852,0.7655,1,5,0.8899999999999996
10853,0.7462,1,5,0.8899999999999996
10854,0.7666,1,5,0.8899999999999996
10855,0.9509,1,5,0.8899999999999996
10856,0.8584,1,5,0.8899999999999996
10857,0.669,1,5,0.8899999999999996
10858,0.374,1,5,0.8899999999999996
10859,0.6593,1,5,0.8899999999999996
10860,0.2844,1,5,0.8899999999999996
10861,0.6583,1,5,0.8899999999999996
10862,0.7467,1,5,0.8899999999999996
10863,0.661,1,5,0.8899999999999996
10864,0.861,1,5,0.8899999999999996
10865,0.7786,1,5,0.8899999999999996
10866,0.7675,1,5,0.8899999999999996
10867,0.6814,1,5,0.8899999999999996
10868,0.5643,1,5,0.8899999999999996
10869,0.8612,1,5,0.8899999999999996
10870,0.7777,1,5,0.8899999999999996
10871,0.7619,1,5,0.8899999999999996
10872,0.949,1,5,0.8899999999999996
10873,0.7618,1,5,0.8899999999999996
10874,0.8615,1,5,0.8899999999999996
10875,0.8589,1,5,0.8899999999999996
10876,0.7804,1,5,0.8899999999999996
10877,0.8393,1,5,0.8899999999999996
10878,0.7661,1,5,0.8899999999999996
10879,0.4682,1,5,0.8899999999999996
10880,0.4948,1,5,0.8899999999999996
10881,0.6919,1,5,0.8899999999999996
10882,0.6517,1,5,0.8899999999999996
10883,0.4991,1,5,0.8899999999999996
10884,0.6683,1,5,0.8899999999999996
10885,0.7761,1,5,0.8899999999999996
10886,0.7622,1,5,0.8899999999999996
10887,0.7759,1,5,0.8899999999999996
10888,0.0958,1,5,0.8899999999999996
10889,0.6607,1,5,0.8899999999999996
10890,0.669,1,5,0.8899999999999996
10891,0.8552,1,5,0.8899999999999996
10892,0.4976,1,5,0.8899999999999996
10893,0.4744,1,5,0.8899999999999996
10894,0.6519,1,5,0.8899999999999996
10895,0.567,1,5,0.8899999999999996
10896,0.7755,1,5,0.8899999999999996
10897,0.6714,1,5,0.8899999999999996
10898,0.4769,1,5,0.8899999999999996
10899,0.6797,1,5,0.8899999999999996
10900,0.5775,1,5,0.8999999999999996
10901,0.7718,1,5,0.8999999999999996
10902,0.5727,1,5,0.8999999999999996
10903,0.8402,1,5,0.8999999999999996
10904,0.4845,1,5,0.8999999999999996
10905,0.569,1,5,0.8999999999999996
10906,0.8389,1,5,0.8999999999999996
10907,0.7702,1,5,0.8999999999999996
10908,0.2099,1,5,0.8999999999999996
10909,0.8609,1,5,0.8999999999999996
10910,0.948,1,5,0.8999999999999996
10911,0.8597,1,5,0.8999999999999996
10912,0.6833,1,5,0.8999999999999996
10913,0.8633,1,5,0.8999999999999996
10914,0.5944,1,5,0.8999999999999996
10915,0.7773,1,5,0.8999999999999996
10916,0.6855,1,5,0.8999999999999996
10917,0.7741,1,5,0.8999999999999996
10918,0.5872,1,5,0.8999999999999996
10919,0.6483,1,5,0.8999999999999996
10920,0.56,1,5,0.8999999999999996
10921,0.7699,1,5,0.8999999999999996
10922,0.6494,1,5,0.8999999999999996
10923,0.4912,1,5,0.8999999999999996
10924,0.8657,1,5,0.8999999999999996
10925,0.4773,1,5,0.8999999999999996
10926,0.77,1,5,0.8999999999999996
10927,0.2945,1,5,0.8999999999999996
10928,0.6573,1,5,0.8999999999999996
10929,0.6571,1,5,0.8999999999999996
10930,0.84,1,5,0.8999999999999996
10931,0.754,1,5,0.8999999999999996
10932,0.6673,1,5,0.8999999999999996
10933,0.8658,1,5,0.8999999999999996
10934,0.678,1,5,0.8999999999999996
10935,0.6761,1,5,0.8999999999999996
10936,0.7478,1,5,0.8999999999999996
10937,0.668,1,5,0.8999999999999996
10938,0.8582,1,5,0.8999999999999996
10939,0.8602,1,5,0.8999999999999996
10940,0.6738,1,5,0.8999999999999996
10941,0.6537,1,5,0.8999999999999996
10942,0.6831,1,5,0.8999999999999996
10943,0.5635,1,5,0.8999999999999996
10944,0.7674,1,5,0.8999999999999996
10945,0.7653,1,5,0.8999999999999996
10946,0.4995,1,5,0.8999999999999996
10947,0.7761,1,5,0.8999999999999996
10948,0.6661,1,5,0.8999999999999996
10949,0.8571,1,5,0.8999999999999996
10950,0.4735,1,5,0.8999999999999996
10951,0.496,1,5,0.8999999999999996
10952,0.6662,1,5,0.8999999999999996
10953,0.8624,1,5,0.8999999999999996
10954,0.7669,1,5,0.8999999999999996
10955,0.6738,1,5,0.8999999999999996
10956,0.4886,1,5,0.8999999999999996
10957,0.655,1,5,0.8999999999999996
10958,0.4033,1,5,0.8999999999999996
10959,0.663,1,5,0.8999999999999996
10960,0.6823,1,5,0.8999999999999996
10961,0.673,1,5,0.8999999999999996
10962,0.5729,1,5,0.8999999999999996
10963,0.9503,1,5,0.8999999999999996
10964,0.29,1,5,0.8999999999999996
10965,0.6584,1,5,0.8999999999999996
10966,0.7484,1,5,0.8999999999999996
10967,0.7479,1,5,0.8999999999999996
10968,0.7621,1,5,0.8999999999999996
10969,0.8323,1,5,0.8999999999999996
10970,0.5929,1,5,0.8999999999999996
10971,0.69,1,5,0.8999999999999996
10972,0.854,1,5,0.8999999999999996
10973,0.8587,1,5,0.8999999999999996
10974,0.8607,1,5,0.8999999999999996
10975,0.4828,1,5,0.8999999999999996
10976,0.5769,1,5,0.8999999999999996
10977,0.4926,1,5,0.8999999999999996
10978,0.7681,1,5,0.8999999999999996
10979,0.3923,1,5,0.8999999999999996
10980,0.6708,1,5,0.8999999999999996
10981,0.6714,1,5,0.8999999999999996
10982,0.8532,1,5,0.8999999999999996
10983,0.8629,1,5,0.8999999999999996
10984,0.8412,1,5,0.8999999999999996
10985,0.7754,1,5,0.8999999999999996
10986,0.6814,1,5,0.8999999999999996
10987,0.8611,1,5,0.8999999999999996
10988,0.3843,1,5,0.8999999999999996
10989,0.657,1,5,0.8999999999999996
10990,0.5883,1,5,0.8999999999999996
10991,0.3829,1,5,0.8999999999999996
10992,0.765,1,5,0.8999999999999996
10993,0.7762,1,5,0.8999999999999996
10994,0.6719,1,5,0.8999999999999996
10995,0.4772,1,5,0.8999999999999996
10996,0.3745,1,5,0.8999999999999996
10997,0.3731,1,5,0.8999999999999996
10998,0.7682,1,5,0.8999999999999996
10999,0.5745,1,5,0.8999999999999996
11000,0.774,1,5,0.9099999999999996
11001,0.8355,1,5,0.9099999999999996
11002,0.4867,1,5,0.9099999999999996
11003,0.6529,1,5,0.9099999999999996
11004,0.8409,1,5,0.9099999999999996
11005,0.6792,1,5,0.9099999999999996
11006,0.5913,1,5,0.9099999999999996
11007,0.8325,1,5,0.9099999999999996
11008,0.5954,1,5,0.9099999999999996
11009,0.7767,1,5,0.9099999999999996
11010,0.7708,1,5,0.9099999999999996
11011,0.7718,1,5,0.9099999999999996
11012,0.3735,1,5,0.9099999999999996
11013,0.6855,1,5,0.9099999999999996
11014,0.8403,1,5,0.9099999999999996
11015,0.5893,1,5,0.9099999999999996
11016,0.3899,1,5,0.9099999999999996
11017,0.6851,1,5,0.9099999999999996
11018,0.8664,1,5,0.9099999999999996
11019,0.7511,1,5,0.9099999999999996
11020,0.6589,1,5,0.9099999999999996
11021,0.9464,1,5,0.9099999999999996
11022,0.6698,1,5,0.9099999999999996
11023,0.7619,1,5,0.9099999999999996
11024,0.6508,1,5,0.9099999999999996
11025,0.6838,1,5,0.9099999999999996
11026,0.5005,1,5,0.9099999999999996
11027,0.6557,1,5,0.9099999999999996
11028,0.5837,1,5,0.9099999999999996
11029,0.5773,1,5,0.9099999999999996
11030,0.6789,1,5,0.9099999999999996
11031,0.7648,1,5,0.9099999999999996
11032,0.8543,1,5,0.9099999999999996
11033,0.5669,1,5,0.9099999999999996
11034,0.779,1,5,0.9099999999999996
11035,0.7659,1,5,0.9099999999999996
11036,0.7791,1,5,0.9099999999999996
11037,0.9541,1,5,0.9099999999999996
11038,0.7683,1,5,0.9099999999999996
11039,0.8565,1,5,0.9099999999999996
11040,0.5863,1,5,0.9099999999999996
11041,0.6772,1,5,0.9099999999999996
11042,0.7788,1,5,0.9099999999999996
11043,0.5869,1,5,0.9099999999999996
11044,0.6691,1,5,0.9099999999999996
11045,0.6798,1,5,0.9099999999999996
11046,0.5792,1,5,0.9099999999999996
11047,0.5705,1,5,0.9099999999999996
11048,0.9548,1,5,0.9099999999999996
11049,0.7738,1,5,0.9099999999999996
11050,0.8338,1,5,0.9099999999999996
11051,0.5959,1,5,0.9099999999999996
11052,0.5764,1,5,0.9099999999999996
11053,0.688,1,5,0.9099999999999996
11054,0.8591,1,5,0.9099999999999996
11055,0.7697,1,5,0.9099999999999996
11056,0.5918,1,5,0.9099999999999996
11057,0.6547,1,5,0.9099999999999996
11058,0.6757,1,5,0.9099999999999996
11059,0.6654,1,5,0.9099999999999996
11060,0.6522,1,5,0.9099999999999996
11061,0.8409,1,5,0.9099999999999996
11062,0.7477,1,5,0.9099999999999996
11063,0.7653,1,5,0.9099999999999996
11064,0.2935,1,5,0.9099999999999996
11065,0.8619,1,5,0.9099999999999996
11066,0.6872,1,5,0.9099999999999996
11067,0.8396,1,5,0.9099999999999996
11068,0.6765,1,5,0.9099999999999996
11069,0.8562,1,5,0.9099999999999996
11070,0.5622,1,5,0.9099999999999996
11071,0.9481,1,5,0.9099999999999996
11072,0.8614,1,5,0.9099999999999996
11073,0.8632,1,5,0.9099999999999996
11074,0.581,1,5,0.9099999999999996
11075,0.3848,1,5,0.9099999999999996
11076,0.7711,1,5,0.9099999999999996
11077,0.3929,1,5,0.9099999999999996
11078,0.5678,1,5,0.9099999999999996
11079,0.8497,1,5,0.9099999999999996
11080,0.6727,1,5,0.9099999999999996
11081,0.849,1,5,0.9099999999999996
11082,0.8406,1,5,0.9099999999999996
11083,0.775,1,5,0.9099999999999996
11084,0.8525,1,5,0.9099999999999996
11085,0.5876,1,5,0.9099999999999996
11086,0.7599,1,5,0.9099999999999996
11087,0.5631,1,5,0.9099999999999996
11088,0.9458,1,5,0.9099999999999996
11089,0.6855,1,5,0.9099999999999996
11090,0.8592,1,5,0.9099999999999996
11091,0.7635,1,5,0.9099999999999996
11092,0.8617,1,5,0.9099999999999996
11093,0.6733,1,5,0.9099999999999996
11094,0.7666,1,5,0.9099999999999996
11095,0.8581,1,5,0.9099999999999996
11096,0.4685,1,5,0.9099999999999996
11097,0.5851,1,5,0.9099999999999996
11098,0.7536,1,5,0.9099999999999996
11099,0.6712,1,5,0.9099999999999996
11100,0.8649,1,5,0.9199999999999996
11101,0.9512,1,5,0.9199999999999996
11102,0.8617,1,5,0.9199999999999996
11103,0.8609,1,5,0.9199999999999996
11104,0.6831,1,5,0.9199999999999996
11105,0.6772,1,5,0.9199999999999996
11106,0.6562,1,5,0.9199999999999996
11107,0.8576,1,5,0.9199999999999996
11108,0.7458,1,5,0.9199999999999996
11109,0.9478,1,5,0.9199999999999996
11110,0.7735,1,5,0.9199999999999996
11111,0.7687,1,5,0.9199999999999996
11112,0.9471,1,5,0.9199999999999996
11113,0.7526,1,5,0.9199999999999996
11114,0.8334,1,5,0.9199999999999996
11115,0.661,1,5,0.9199999999999996
11116,0.9521,1,5,0.9199999999999996
11117,0.8641,1,5,0.9199999999999996
11118,0.5893,1,5,0.9199999999999996
11119,0.5894,1,5,0.9199999999999996
11120,0.6716,1,5,0.9199999999999996
11121,0.6013,1,5,0.9199999999999996
11122,0.5617,1,5,0.9199999999999996
11123,0.7722,1,5,0.9199999999999996
11124,0.5817,1,5,0.9199999999999996
11125,0.5897,1,5,0.9199999999999996
11126,0.8574,1,5,0.9199999999999996
11127,0.9491,1,5,0.9199999999999996
11128,0.5785,1,5,0.9199999999999996
11129,0.8536,1,5,0.9199999999999996
11130,0.9535,1,5,0.9199999999999996
11131,0.8703,1,5,0.9199999999999996
11132,0.5884,1,5,0.9199999999999996
11133,0.8562,1,5,0.9199999999999996
11134,0.8395,1,5,0.9199999999999996
11135,0.682,1,5,0.9199999999999996
11136,0.6717,1,5,0.9199999999999996
11137,0.4939,1,5,0.9199999999999996
11138,0.4773,1,5,0.9199999999999996
11139,0.9507,1,5,0.9199999999999996
11140,0.5659,1,5,0.9199999999999996
11141,0.6618,1,5,0.9199999999999996
11142,0.6613,1,5,0.9199999999999996
11143,0.7667,1,5,0.9199999999999996
11144,0.7473,1,5,0.9199999999999996
11145,0.7803,1,5,0.9199999999999996
11146,0.766,1,5,0.9199999999999996
11147,0.6594,1,5,0.9199999999999996
11148,0.7701,1,5,0.9199999999999996
11149,0.7571,1,5,0.9199999999999996
11150,0.7536,1,5,0.9199999999999996
11151,0.595,1,5,0.9199999999999996
11152,0.8597,1,5,0.9199999999999996
11153,0.7483,1,5,0.9199999999999996
11154,0.5693,1,5,0.9199999999999996
11155,0.7663,1,5,0.9199999999999996
11156,0.5624,1,5,0.9199999999999996
11157,0.7494,1,5,0.9199999999999996
11158,0.4812,1,5,0.9199999999999996
11159,0.4685,1,5,0.9199999999999996
11160,0.7752,1,5,0.9199999999999996
11161,0.7596,1,5,0.9199999999999996
11162,0.5739,1,5,0.9199999999999996
11163,0.6744,1,5,0.9199999999999996
11164,0.7403,1,5,0.9199999999999996
11165,0.6705,1,5,0.9199999999999996
11166,0.6563,1,5,0.9199999999999996
11167,0.6542,1,5,0.9199999999999996
11168,0.3935,1,5,0.9199999999999996
11169,0.496,1,5,0.9199999999999996
11170,0.5662,1,5,0.9199999999999996
11171,0.8544,1,5,0.9199999999999996
11172,0.7739,1,5,0.9199999999999996
11173,0.666,1,5,0.9199999999999996
11174,0.4907,1,5,0.9199999999999996
11175,0.6782,1,5,0.9199999999999996
11176,0.8392,1,5,0.9199999999999996
11177,0.4822,1,5,0.9199999999999996
11178,0.7767,1,5,0.9199999999999996
11179,0.6607,1,5,0.9199999999999996
11180,0.7706,1,5,0.9199999999999996
11181,0.7494,1,5,0.9199999999999996
11182,0.8527,1,5,0.9199999999999996
11183,0.5656,1,5,0.9199999999999996
11184,0.7637,1,5,0.9199999999999996
11185,0.6764,1,5,0.9199999999999996
11186,0.8517,1,5,0.9199999999999996
11187,0.772,1,5,0.9199999999999996
11188,0.8351,1,5,0.9199999999999996
11189,0.8482,1,5,0.9199999999999996
11190,0.8565,1,5,0.9199999999999996
11191,0.8582,1,5,0.9199999999999996
11192,0.952,1,5,0.9199999999999996
11193,0.5929,1,5,0.9199999999999996
11194,0.5956,1,5,0.9199999999999996
11195,0.6905,1,5,0.9199999999999996
11196,0.6562,1,5,0.9199999999999996
11197,0.2903,1,5,0.9199999999999996
11198,0.8684,1,5,0.9199999999999996
11199,0.5908,1,5,0.9199999999999996
11200,0.684,1,5,0.9299999999999996
11201,0.5617,1,5,0.9299999999999996
11202,0.8551,1,5,0.9299999999999996
11203,0.7652,1,5,0.9299999999999996
11204,0.9485,1,5,0.9299999999999996
11205,0.7655,1,5,0.9299999999999996
11206,0.7552,1,5,0.9299999999999996
11207,0.4022,1,5,0.9299999999999996
11208,0.6546,1,5,0.9299999999999996
11209,0.7694,1,5,0.9299999999999996
11210,0.8663,1,5,0.9299999999999996
11211,0.7631,1,5,0.9299999999999996
11212,0.5854,1,5,0.9299999999999996
11213,0.5677,1,5,0.9299999999999996
11214,0.8398,1,5,0.9299999999999996
11215,0.5826,1,5,0.9299999999999996
11216,0.769,1,5,0.9299999999999996
11217,0.5933,1,5,0.9299999999999996
11218,0.872,1,5,0.9299999999999996
11219,0.5779,1,5,0.9299999999999996
11220,0.8404,1,5,0.9299999999999996
11221,0.8582,1,5,0.9299999999999996
11222,0.9533,1,5,0.9299999999999996
11223,0.9537,1,5,0.9299999999999996
11224,0.6824,1,5,0.9299999999999996
11225,0.8603,1,5,0.9299999999999996
11226,0.749,1,5,0.9299999999999996
11227,0.9482,1,5,0.9299999999999996
11228,0.7678,1,5,0.9299999999999996
11229,0.7623,1,5,0.9299999999999996
11230,0.7784,1,5,0.9299999999999996
11231,0.7679,1,5,0.9299999999999996
11232,0.6753,1,5,0.9299999999999996
11233,0.9459,1,5,0.9299999999999996
11234,0.7699,1,5,0.9299999999999996
11235,0.4863,1,5,0.9299999999999996
11236,0.8554,1,5,0.9299999999999996
11237,0.9438,1,5,0.9299999999999996
11238,0.8622,1,5,0.9299999999999996
11239,0.4649,1,5,0.9299999999999996
11240,0.7642,1,5,0.9299999999999996
11241,0.6594,1,5,0.9299999999999996
11242,0.8399,1,5,0.9299999999999996
11243,0.5587,1,5,0.9299999999999996
11244,0.8756,1,5,0.9299999999999996
11245,0.8642,1,5,0.9299999999999996
11246,0.7847,1,5,0.9299999999999996
11247,0.5873,1,5,0.9299999999999996
11248,0.5816,1,5,0.9299999999999996
11249,0.9527,1,5,0.9299999999999996
11250,0.5712,1,5,0.9299999999999996
11251,0.559,1,5,0.9299999999999996
11252,0.3774,1,5,0.9299999999999996
11253,0.6844,1,5,0.9299999999999996
11254,0.6649,1,5,0.9299999999999996
11255,0.7681,1,5,0.9299999999999996
11256,0.7637,1,5,0.9299999999999996
11257,0.5572,1,5,0.9299999999999996
11258,0.4663,1,5,0.9299999999999996
11259,0.7638,1,5,0.9299999999999996
11260,0.8587,1,5,0.9299999999999996
11261,0.7675,1,5,0.9299999999999996
11262,0.6575,1,5,0.9299999999999996
11263,0.768,1,5,0.9299999999999996
11264,0.4731,1,5,0.9299999999999996
11265,0.7492,1,5,0.9299999999999996
11266,0.6756,1,5,0.9299999999999996
11267,0.6529,1,5,0.9299999999999996
11268,0.483,1,5,0.9299999999999996
11269,0.7485,1,5,0.9299999999999996
11270,0.7757,1,5,0.9299999999999996
11271,0.7506,1,5,0.9299999999999996
11272,0.5013,1,5,0.9299999999999996
11273,0.7657,1,5,0.9299999999999996
11274,0.8636,1,5,0.9299999999999996
11275,0.4807,1,5,0.9299999999999996
11276,0.6845,1,5,0.9299999999999996
11277,0.7518,1,5,0.9299999999999996
11278,0.4728,1,5,0.9299999999999996
11279,0.6707,1,5,0.9299999999999996
11280,0.5637,1,5,0.9299999999999996
11281,0.463,1,5,0.9299999999999996
11282,0.7517,1,5,0.9299999999999996
11283,0.7677,1,5,0.9299999999999996
11284,0.6736,1,5,0.9299999999999996
11285,0.6806,1,5,0.9299999999999996
11286,0.9499,1,5,0.9299999999999996
11287,0.7398,1,5,0.9299999999999996
11288,0.6855,1,5,0.9299999999999996
11289,0.9454,1,5,0.9299999999999996
11290,0.8576,1,5,0.9299999999999996
11291,0.6584,1,5,0.9299999999999996
11292,0.7662,1,5,0.9299999999999996
11293,0.6557,1,5,0.9299999999999996
11294,0.87,1,5,0.9299999999999996
11295,0.6805,1,5,0.9299999999999996
11296,0.5938,1,5,0.9299999999999996
11297,0.5756,1,5,0.9299999999999996
11298,0.8613,1,5,0.9299999999999996
11299,0.5591,1,5,0.9299999999999996
11300,0.687,1,5,0.9399999999999996
11301,0.7694,1,5,0.9399999999999996
11302,0.9492,1,5,0.9399999999999996
11303,0.5761,1,5,0.9399999999999996
11304,0.7765,1,5,0.9399999999999996
11305,0.8647,1,5,0.9399999999999996
11306,0.7611,1,5,0.9399999999999996
11307,0.7631,1,5,0.9399999999999996
11308,0.6742,1,5,0.9399999999999996
11309,0.5688,1,5,0.9399999999999996
11310,0.6826,1,5,0.9399999999999996
11311,0.761,1,5,0.9399999999999996
11312,0.9556,1,5,0.9399999999999996
11313,0.4889,1,5,0.9399999999999996
11314,0.7727,1,5,0.9399999999999996
11315,0.4806,1,5,0.9399999999999996
11316,0.6538,1,5,0.9399999999999996
11317,0.7737,1,5,0.9399999999999996
11318,0.6911,1,5,0.9399999999999996
11319,0.954,1,5,0.9399999999999996
11320,0.8541,1,5,0.9399999999999996
11321,0.7523,1,5,0.9399999999999996
11322,0.6563,1,5,0.9399999999999996
11323,0.8573,1,5,0.9399999999999996
11324,0.7665,1,5,0.9399999999999996
11325,0.4825,1,5,0.9399999999999996
11326,0.8626,1,5,0.9399999999999996
11327,0.6854,1,5,0.9399999999999996
11328,0.6621,1,5,0.9399999999999996
11329,0.9504,1,5,0.9399999999999996
11330,0.7646,1,5,0.9399999999999996
11331,0.7761,1,5,0.9399999999999996
11332,0.7766,1,5,0.9399999999999996
11333,0.6763,1,5,0.9399999999999996
11334,0.6779,1,5,0.9399999999999996
11335,0.5818,1,5,0.9399999999999996
11336,0.951,1,5,0.9399999999999996
11337,0.7502,1,5,0.9399999999999996
