,Unnamed: 0,Unnamed: 0.1,acc,bool_hebbian,phi,theta
815,,,0.2864,1,5,0.005
816,,,0.3833,1,5,0.005
817,,,0.2024,1,5,0.005
818,,,0.4022,1,5,0.005
819,,,0.3806,1,5,0.005
820,,,0.2873,1,5,0.005
821,,,0.5438,1,5,0.005
822,,,0.4393,1,5,0.005
823,,,0.2385,1,5,0.005
824,,,0.29,1,5,0.005
825,,,0.2172,1,5,0.005
826,,,0.438,1,5,0.005
827,,,0.3719,1,5,0.005
828,,,0.438,1,5,0.005
829,,,0.3655,1,5,0.005
830,,,0.101,1,5,0.005
831,,,0.3563,1,5,0.005
832,,,0.3857,1,5,0.005
833,,,0.5402,1,5,0.005
834,,,0.3349,1,5,0.005
835,,,0.3222,1,5,0.005
836,,,0.3016,1,5,0.005
837,,,0.407,1,5,0.005
838,,,0.2252,1,5,0.005
839,,,0.2507,1,5,0.005
840,,,0.1652,1,5,0.005
841,,,0.2131,1,5,0.005
842,,,0.328,1,5,0.005
843,,,0.3708,1,5,0.005
844,,,0.3012,1,5,0.005
845,,,0.2133,1,5,0.005
846,,,0.2013,1,5,0.005
847,,,0.2914,1,5,0.005
848,,,0.3308,1,5,0.005
849,,,0.3199,1,5,0.005
850,,,0.3482,1,5,0.005
851,,,0.2052,1,5,0.005
852,,,0.3675,1,5,0.005
853,,,0.1533,1,5,0.005
854,,,0.2916,1,5,0.005
855,,,0.3152,1,5,0.005
856,,,0.1824,1,5,0.005
857,,,0.2029,1,5,0.005
858,,,0.2061,1,5,0.005
859,,,0.418,1,5,0.005
860,,,0.3334,1,5,0.005
861,,,0.2543,1,5,0.005
862,,,0.3235,1,5,0.005
863,,,0.2672,1,5,0.005
864,,,0.2399,1,5,0.005
865,,,0.2071,1,5,0.005
866,,,0.3366,1,5,0.005
867,,,0.5076,1,5,0.005
868,,,0.2879,1,5,0.005
869,,,0.3442,1,5,0.005
870,,,0.197,1,5,0.005
871,,,0.1977,1,5,0.005
872,,,0.1584,1,5,0.005
873,,,0.1025,1,5,0.005
874,,,0.3128,1,5,0.005
875,,,0.1947,1,5,0.005
876,,,0.3339,1,5,0.005
877,,,0.0979,1,5,0.005
878,,,0.248,1,5,0.005
879,,,0.3026,1,5,0.005
880,,,0.3561,1,5,0.005
881,,,0.264,1,5,0.005
882,,,0.5409,1,5,0.005
883,,,0.3794,1,5,0.005
884,,,0.508,1,5,0.005
885,,,0.3302,1,5,0.005
886,,,0.3566,1,5,0.005
887,,,0.3647,1,5,0.005
888,,,0.4146,1,5,0.005
889,,,0.3046,1,5,0.005
890,,,0.222,1,5,0.005
891,,,0.1489,1,5,0.005
892,,,0.2722,1,5,0.005
893,,,0.3161,1,5,0.005
894,,,0.3086,1,5,0.005
895,,,0.2962,1,5,0.005
896,,,0.3947,1,5,0.005
897,,,0.3325,1,5,0.005
898,,,0.3338,1,5,0.005
899,,,0.4485,1,5,0.005
900,,,0.3132,0,5,0.006
901,,,0.3448,0,5,0.006
902,,,0.4444,0,5,0.006
903,,,0.2596,0,5,0.006
904,,,0.3652,0,5,0.006
905,,,0.3663,0,5,0.006
906,,,0.3527,0,5,0.006
907,,,0.3051,0,5,0.006
908,,,0.477,0,5,0.006
909,,,0.3537,0,5,0.006
910,,,0.2684,0,5,0.006
911,,,0.2957,0,5,0.006
912,,,0.3562,0,5,0.006
913,,,0.2676,0,5,0.006
914,,,0.4161,0,5,0.006
915,,,0.1257,0,5,0.006
916,,,0.3504,0,5,0.006
917,,,0.5528,0,5,0.006
918,,,0.3053,0,5,0.006
919,,,0.2728,0,5,0.006
920,,,0.4103,0,5,0.006
921,,,0.4153,0,5,0.006
922,,,0.3852,0,5,0.006
923,,,0.2209,0,5,0.006
924,,,0.4133,0,5,0.006
925,,,0.3696,0,5,0.006
926,,,0.257,0,5,0.006
927,,,0.4924,0,5,0.006
928,,,0.344,0,5,0.006
929,,,0.349,0,5,0.006
930,,,0.4973,0,5,0.006
931,,,0.5282,0,5,0.006
932,,,0.3212,0,5,0.006
933,,,0.4408,0,5,0.006
934,,,0.3567,0,5,0.006
935,,,0.4091,0,5,0.006
936,,,0.5623,0,5,0.006
937,,,0.3438,0,5,0.006
938,,,0.3811,0,5,0.006
939,,,0.2996,0,5,0.006
940,,,0.178,0,5,0.006
941,,,0.2563,0,5,0.006
942,,,0.3525,0,5,0.006
943,,,0.3074,0,5,0.006
944,,,0.2307,0,5,0.006
945,,,0.3133,0,5,0.006
946,,,0.1097,0,5,0.006
947,,,0.3149,0,5,0.006
948,,,0.5474,0,5,0.006
949,,,0.2297,0,5,0.006
950,,,0.242,0,5,0.006
951,,,0.5494,0,5,0.006
952,,,0.3858,0,5,0.006
953,,,0.2693,0,5,0.006
954,,,0.4061,0,5,0.006
955,,,0.4864,0,5,0.006
956,,,0.3957,0,5,0.006
957,,,0.3142,0,5,0.006
958,,,0.4533,0,5,0.006
959,,,0.434,0,5,0.006
960,,,0.3146,0,5,0.006
961,,,0.4615,0,5,0.006
962,,,0.3569,0,5,0.006
963,,,0.4783,0,5,0.006
964,,,0.3162,0,5,0.006
965,,,0.501,0,5,0.006
966,,,0.2366,0,5,0.006
967,,,0.4804,0,5,0.006
968,,,0.3639,0,5,0.006
969,,,0.3226,0,5,0.006
970,,,0.2696,0,5,0.006
971,,,0.1867,0,5,0.006
972,,,0.4039,0,5,0.006
973,,,0.3788,0,5,0.006
974,,,0.3484,0,5,0.006
975,,,0.3432,0,5,0.006
976,,,0.1948,0,5,0.006
977,,,0.389,0,5,0.006
978,,,0.3784,0,5,0.006
979,,,0.2331,0,5,0.006
980,,,0.3438,0,5,0.006
981,,,0.3017,0,5,0.006
982,,,0.2189,0,5,0.006
983,,,0.3613,0,5,0.006
984,,,0.3018,0,5,0.006
985,,,0.3182,0,5,0.006
986,,,0.2309,0,5,0.006
987,,,0.293,0,5,0.006
988,,,0.2489,0,5,0.006
989,,,0.3057,0,5,0.006
990,,,0.2923,1,5,0.006
991,,,0.3317,1,5,0.006
992,,,0.2718,1,5,0.006
993,,,0.4832,1,5,0.006
994,,,0.2672,1,5,0.006
995,,,0.1513,1,5,0.006
996,,,0.3091,1,5,0.006
997,,,0.3986,1,5,0.006
998,,,0.4481,1,5,0.006
999,,,0.2773,1,5,0.006
1000,,,0.1927,1,5,0.006
1001,,,0.1706,1,5,0.006
1002,,,0.098,1,5,0.006
1003,,,0.4204,1,5,0.006
1004,,,0.2664,1,5,0.006
1005,,,0.3538,1,5,0.006
1006,,,0.3655,1,5,0.006
1007,,,0.5236,1,5,0.006
1008,,,0.2969,1,5,0.006
1009,,,0.1131,1,5,0.006
1010,,,0.2843,1,5,0.006
1011,,,0.3282,1,5,0.006
1012,,,0.4628,1,5,0.006
1013,,,0.3199,1,5,0.006
1014,,,0.3511,1,5,0.006
1015,,,0.3772,1,5,0.006
1016,,,0.3767,1,5,0.006
1017,,,0.511,1,5,0.006
1018,,,0.2369,1,5,0.006
1019,,,0.2133,1,5,0.006
1020,,,0.3706,1,5,0.006
1021,,,0.5162,1,5,0.006
1022,,,0.2602,1,5,0.006
1023,,,0.2615,1,5,0.006
1024,,,0.3906,1,5,0.006
1025,,,0.3608,1,5,0.006
1026,,,0.2777,1,5,0.006
1027,,,0.3984,1,5,0.006
1028,,,0.2312,1,5,0.006
1029,,,0.3815,1,5,0.006
1030,,,0.2382,1,5,0.006
1031,,,0.2781,1,5,0.006
1032,,,0.2975,1,5,0.006
1033,,,0.1648,1,5,0.006
1034,,,0.2405,1,5,0.006
1035,,,0.258,1,5,0.006
1036,,,0.2396,1,5,0.006
1037,,,0.3267,1,5,0.006
1038,,,0.3898,1,5,0.006
1039,,,0.4023,1,5,0.006
1040,,,0.38,1,5,0.006
1041,,,0.3767,1,5,0.006
1042,,,0.2448,1,5,0.006
1043,,,0.3494,1,5,0.006
1044,,,0.1984,1,5,0.006
1045,,,0.4208,1,5,0.006
1046,,,0.4143,1,5,0.006
1047,,,0.5344,1,5,0.006
1048,,,0.2931,1,5,0.006
1049,,,0.3362,1,5,0.006
1050,,,0.4394,1,5,0.006
1051,,,0.2164,1,5,0.006
1052,,,0.4384,1,5,0.006
1053,,,0.2792,1,5,0.006
1054,,,0.4231,1,5,0.006
1055,,,0.4234,1,5,0.006
1056,,,0.4149,1,5,0.006
1057,,,0.2867,1,5,0.006
1058,,,0.3629,1,5,0.006
1059,,,0.4457,1,5,0.006
1060,,,0.373,1,5,0.006
1061,,,0.2225,1,5,0.006
1062,,,0.3858,1,5,0.006
1063,,,0.2847,1,5,0.006
1064,,,0.1945,1,5,0.006
1065,,,0.3812,1,5,0.006
1066,,,0.3954,1,5,0.006
1067,,,0.4771,1,5,0.006
1068,,,0.3188,1,5,0.006
1069,,,0.3473,1,5,0.006
1070,,,0.174,1,5,0.006
1071,,,0.5619,1,5,0.006
1072,,,0.1788,1,5,0.006
1073,,,0.523,1,5,0.006
1074,,,0.281,1,5,0.006
1075,,,0.2014,1,5,0.006
1076,,,0.3818,1,5,0.006
1077,,,0.3292,1,5,0.006
1078,,,0.3625,1,5,0.006
1079,,,0.3717,1,5,0.006
1080,,,0.342,0,5,0.007
1081,,,0.3489,0,5,0.007
1082,,,0.2542,0,5,0.007
1083,,,0.3602,0,5,0.007
1084,,,0.5092,0,5,0.007
1085,,,0.2643,0,5,0.007
1086,,,0.2671,0,5,0.007
1087,,,0.358,0,5,0.007
1088,,,0.2518,0,5,0.007
1089,,,0.3445,0,5,0.007
1090,,,0.5629,0,5,0.007
1091,,,0.2834,0,5,0.007
1092,,,0.3738,0,5,0.007
1093,,,0.351,0,5,0.007
1094,,,0.3415,0,5,0.007
1095,,,0.3747,0,5,0.007
1096,,,0.2163,0,5,0.007
1097,,,0.3824,0,5,0.007
1098,,,0.4938,0,5,0.007
1099,,,0.2869,0,5,0.007
1100,,,0.4546,0,5,0.007
1101,,,0.1961,0,5,0.007
1102,,,0.5579,0,5,0.007
1103,,,0.304,0,5,0.007
1104,,,0.2369,0,5,0.007
1105,,,0.2532,0,5,0.007
1106,,,0.2797,0,5,0.007
1107,,,0.4096,0,5,0.007
1108,,,0.4298,0,5,0.007
1109,,,0.4127,0,5,0.007
1110,,,0.5116,0,5,0.007
1111,,,0.4929,0,5,0.007
1112,,,0.3886,0,5,0.007
1113,,,0.4298,0,5,0.007
1114,,,0.3285,0,5,0.007
1115,,,0.1719,0,5,0.007
1116,,,0.1938,0,5,0.007
1117,,,0.3823,0,5,0.007
1118,,,0.3515,0,5,0.007
1119,,,0.1803,0,5,0.007
1120,,,0.4198,0,5,0.007
1121,,,0.3792,0,5,0.007
1122,,,0.456,0,5,0.007
1123,,,0.4301,0,5,0.007
1124,,,0.1846,0,5,0.007
1125,,,0.3319,0,5,0.007
1126,,,0.1053,0,5,0.007
1127,,,0.439,0,5,0.007
1128,,,0.3658,0,5,0.007
1129,,,0.552,0,5,0.007
1130,,,0.3121,0,5,0.007
1131,,,0.2443,0,5,0.007
1132,,,0.2119,0,5,0.007
1133,,,0.2626,0,5,0.007
1134,,,0.2766,0,5,0.007
1135,,,0.3729,0,5,0.007
1136,,,0.4082,0,5,0.007
1137,,,0.4106,0,5,0.007
1138,,,0.2504,0,5,0.007
1139,,,0.2373,0,5,0.007
1140,,,0.3286,0,5,0.007
1141,,,0.3182,0,5,0.007
1142,,,0.4693,0,5,0.007
1143,,,0.5574,0,5,0.007
1144,,,0.3108,0,5,0.007
1145,,,0.3847,0,5,0.007
1146,,,0.5215,0,5,0.007
1147,,,0.4231,0,5,0.007
1148,,,0.2895,0,5,0.007
1149,,,0.3711,0,5,0.007
1150,,,0.2983,0,5,0.007
1151,,,0.3747,0,5,0.007
1152,,,0.3208,0,5,0.007
1153,,,0.2398,0,5,0.007
1154,,,0.3056,0,5,0.007
1155,,,0.2353,0,5,0.007
1156,,,0.4122,0,5,0.007
1157,,,0.2711,0,5,0.007
1158,,,0.3512,0,5,0.007
1159,,,0.254,0,5,0.007
1160,,,0.2429,0,5,0.007
1161,,,0.3926,0,5,0.007
1162,,,0.2348,0,5,0.007
1163,,,0.3575,0,5,0.007
1164,,,0.2492,0,5,0.007
1165,,,0.3788,0,5,0.007
1166,,,0.2232,0,5,0.007
1167,,,0.4083,0,5,0.007
1168,,,0.4397,0,5,0.007
1169,,,0.4436,0,5,0.007
1170,,,0.4426,1,5,0.007
1171,,,0.4634,1,5,0.007
1172,,,0.4473,1,5,0.007
1173,,,0.4716,1,5,0.007
1174,,,0.5349,1,5,0.007
1175,,,0.3375,1,5,0.007
1176,,,0.2489,1,5,0.007
1177,,,0.3048,1,5,0.007
1178,,,0.4399,1,5,0.007
1179,,,0.4147,1,5,0.007
1180,,,0.3199,1,5,0.007
1181,,,0.2668,1,5,0.007
1182,,,0.4644,1,5,0.007
1183,,,0.1621,1,5,0.007
1184,,,0.4881,1,5,0.007
1185,,,0.3519,1,5,0.007
1186,,,0.3596,1,5,0.007
1187,,,0.2197,1,5,0.007
1188,,,0.3186,1,5,0.007
1189,,,0.4355,1,5,0.007
1190,,,0.2388,1,5,0.007
1191,,,0.4191,1,5,0.007
1192,,,0.1955,1,5,0.007
1193,,,0.2548,1,5,0.007
1194,,,0.2949,1,5,0.007
1195,,,0.264,1,5,0.007
1196,,,0.3759,1,5,0.007
1197,,,0.2628,1,5,0.007
1198,,,0.3383,1,5,0.007
1199,,,0.3916,1,5,0.007
1200,,,0.1066,1,5,0.007
1201,,,0.4066,1,5,0.007
1202,,,0.3102,1,5,0.007
1203,,,0.3617,1,5,0.007
1204,,,0.3731,1,5,0.007
1205,,,0.2741,1,5,0.007
1206,,,0.2896,1,5,0.007
1207,,,0.3405,1,5,0.007
1208,,,0.4202,1,5,0.007
1209,,,0.5585,1,5,0.007
1210,,,0.3108,1,5,0.007
1211,,,0.315,1,5,0.007
1212,,,0.0996,1,5,0.007
1213,,,0.4665,1,5,0.007
1214,,,0.4706,1,5,0.007
1215,,,0.3914,1,5,0.007
1216,,,0.4301,1,5,0.007
1217,,,0.417,1,5,0.007
1218,,,0.1379,1,5,0.007
1219,,,0.363,1,5,0.007
1220,,,0.114,1,5,0.007
1221,,,0.2251,1,5,0.007
1222,,,0.4503,1,5,0.007
1223,,,0.2893,1,5,0.007
1224,,,0.4117,1,5,0.007
1225,,,0.3555,1,5,0.007
1226,,,0.2596,1,5,0.007
1227,,,0.5878,1,5,0.007
1228,,,0.476,1,5,0.007
1229,,,0.2279,1,5,0.007
1230,,,0.5057,1,5,0.007
1231,,,0.4825,1,5,0.007
1232,,,0.4512,1,5,0.007
1233,,,0.3862,1,5,0.007
1234,,,0.431,1,5,0.007
1235,,,0.4557,1,5,0.007
1236,,,0.5939,1,5,0.007
1237,,,0.2497,1,5,0.007
1238,,,0.411,1,5,0.007
1239,,,0.33,1,5,0.007
1240,,,0.2522,1,5,0.007
1241,,,0.2291,1,5,0.007
1242,,,0.3943,1,5,0.007
1243,,,0.5614,1,5,0.007
1244,,,0.2481,1,5,0.007
1245,,,0.4902,1,5,0.007
1246,,,0.2812,1,5,0.007
1247,,,0.4434,1,5,0.007
1248,,,0.3685,1,5,0.007
1249,,,0.2661,1,5,0.007
1250,,,0.4237,1,5,0.007
1251,,,0.4976,1,5,0.007
1252,,,0.2473,1,5,0.007
1253,,,0.1003,1,5,0.007
1254,,,0.1903,1,5,0.007
1255,,,0.3719,1,5,0.007
1256,,,0.3855,1,5,0.007
1257,,,0.3486,1,5,0.007
1258,,,0.459,1,5,0.007
1259,,,0.188,1,5,0.007
1260,,,0.3216,0,5,0.008
1261,,,0.536,0,5,0.008
1262,,,0.2633,0,5,0.008
1263,,,0.2606,0,5,0.008
1264,,,0.2351,0,5,0.008
1265,,,0.355,0,5,0.008
1266,,,0.4618,0,5,0.008
1267,,,0.4398,0,5,0.008
1268,,,0.4085,0,5,0.008
1269,,,0.3108,0,5,0.008
1270,,,0.2854,0,5,0.008
1271,,,0.4561,0,5,0.008
1272,,,0.2752,0,5,0.008
1273,,,0.3353,0,5,0.008
1274,,,0.3642,0,5,0.008
1275,,,0.4679,0,5,0.008
1276,,,0.3843,0,5,0.008
1277,,,0.4493,0,5,0.008
1278,,,0.3807,0,5,0.008
1279,,,0.3717,0,5,0.008
1280,,,0.3563,0,5,0.008
1281,,,0.5664,0,5,0.008
1282,,,0.3234,0,5,0.008
1283,,,0.373,0,5,0.008
1284,,,0.2032,0,5,0.008
1285,,,0.365,0,5,0.008
1286,,,0.4494,0,5,0.008
1287,,,0.3876,0,5,0.008
1288,,,0.4809,0,5,0.008
1289,,,0.4525,0,5,0.008
1290,,,0.2585,0,5,0.008
1291,,,0.2994,0,5,0.008
1292,,,0.2608,0,5,0.008
1293,,,0.3985,0,5,0.008
1294,,,0.4565,0,5,0.008
1295,,,0.2494,0,5,0.008
1296,,,0.2745,0,5,0.008
1297,,,0.2015,0,5,0.008
1298,,,0.5096,0,5,0.008
1299,,,0.2655,0,5,0.008
1300,,,0.2283,0,5,0.008
1301,,,0.4194,0,5,0.008
1302,,,0.2862,0,5,0.008
1303,,,0.2664,0,5,0.008
1304,,,0.4347,0,5,0.008
1305,,,0.1735,0,5,0.008
1306,,,0.4976,0,5,0.008
1307,,,0.3305,0,5,0.008
1308,,,0.402,0,5,0.008
1309,,,0.3449,0,5,0.008
1310,,,0.2802,0,5,0.008
1311,,,0.4747,0,5,0.008
1312,,,0.2469,0,5,0.008
1313,,,0.237,0,5,0.008
1314,,,0.4485,0,5,0.008
1315,,,0.3433,0,5,0.008
1316,,,0.3172,0,5,0.008
1317,,,0.502,0,5,0.008
1318,,,0.2616,0,5,0.008
1319,,,0.265,0,5,0.008
1320,,,0.2887,0,5,0.008
1321,,,0.4691,0,5,0.008
1322,,,0.2427,0,5,0.008
1323,,,0.3369,0,5,0.008
1324,,,0.4289,0,5,0.008
1325,,,0.4178,0,5,0.008
1326,,,0.5319,0,5,0.008
1327,,,0.265,0,5,0.008
1328,,,0.3982,0,5,0.008
1329,,,0.4693,0,5,0.008
1330,,,0.3449,0,5,0.008
1331,,,0.4242,0,5,0.008
1332,,,0.1942,0,5,0.008
1333,,,0.4401,0,5,0.008
1334,,,0.1906,0,5,0.008
1335,,,0.2203,0,5,0.008
1336,,,0.4284,0,5,0.008
1337,,,0.4619,0,5,0.008
1338,,,0.338,0,5,0.008
1339,,,0.276,0,5,0.008
1340,,,0.4931,0,5,0.008
1341,,,0.4268,0,5,0.008
1342,,,0.3037,0,5,0.008
1343,,,0.3886,0,5,0.008
1344,,,0.3161,0,5,0.008
1345,,,0.4445,0,5,0.008
1346,,,0.3275,0,5,0.008
1347,,,0.369,0,5,0.008
1348,,,0.3188,0,5,0.008
1349,,,0.4043,0,5,0.008
1350,,,0.2523,1,5,0.008
1351,,,0.2041,1,5,0.008
1352,,,0.3646,1,5,0.008
1353,,,0.191,1,5,0.008
1354,,,0.2937,1,5,0.008
1355,,,0.5582,1,5,0.008
1356,,,0.4093,1,5,0.008
1357,,,0.1864,1,5,0.008
1358,,,0.2779,1,5,0.008
1359,,,0.1598,1,5,0.008
1360,,,0.4137,1,5,0.008
1361,,,0.2019,1,5,0.008
1362,,,0.5133,1,5,0.008
1363,,,0.571,1,5,0.008
1364,,,0.3917,1,5,0.008
1365,,,0.349,1,5,0.008
1366,,,0.2557,1,5,0.008
1367,,,0.2659,1,5,0.008
1368,,,0.3669,1,5,0.008
1369,,,0.468,1,5,0.008
1370,,,0.2307,1,5,0.008
1371,,,0.4659,1,5,0.008
1372,,,0.4244,1,5,0.008
1373,,,0.3742,1,5,0.008
1374,,,0.2938,1,5,0.008
1375,,,0.3524,1,5,0.008
1376,,,0.3267,1,5,0.008
1377,,,0.4512,1,5,0.008
1378,,,0.3841,1,5,0.008
1379,,,0.3766,1,5,0.008
1380,,,0.2779,1,5,0.008
1381,,,0.3643,1,5,0.008
1382,,,0.4184,1,5,0.008
1383,,,0.3099,1,5,0.008
1384,,,0.2877,1,5,0.008
1385,,,0.4623,1,5,0.008
1386,,,0.4316,1,5,0.008
1387,,,0.5964,1,5,0.008
1388,,,0.4082,1,5,0.008
1389,,,0.4425,1,5,0.008
1390,,,0.2852,1,5,0.008
1391,,,0.2459,1,5,0.008
1392,,,0.28,1,5,0.008
1393,,,0.4646,1,5,0.008
1394,,,0.3434,1,5,0.008
1395,,,0.3789,1,5,0.008
1396,,,0.4007,1,5,0.008
1397,,,0.3062,1,5,0.008
1398,,,0.2971,1,5,0.008
1399,,,0.2704,1,5,0.008
1400,,,0.4178,1,5,0.008
1401,,,0.3618,1,5,0.008
1402,,,0.4123,1,5,0.008
1403,,,0.3118,1,5,0.008
1404,,,0.2848,1,5,0.008
1405,,,0.2875,1,5,0.008
1406,,,0.5163,1,5,0.008
1407,,,0.3241,1,5,0.008
1408,,,0.1328,1,5,0.008
1409,,,0.4824,1,5,0.008
1410,,,0.3078,1,5,0.008
1411,,,0.4764,1,5,0.008
1412,,,0.3426,1,5,0.008
1413,,,0.1867,1,5,0.008
1414,,,0.3495,1,5,0.008
1415,,,0.3875,1,5,0.008
1416,,,0.3694,1,5,0.008
1417,,,0.417,1,5,0.008
1418,,,0.1651,1,5,0.008
1419,,,0.1957,1,5,0.008
1420,,,0.4548,1,5,0.008
1421,,,0.4532,1,5,0.008
1422,,,0.437,1,5,0.008
1423,,,0.2731,1,5,0.008
1424,,,0.4345,1,5,0.008
1425,,,0.3011,1,5,0.008
1426,,,0.4401,1,5,0.008
1427,,,0.4621,1,5,0.008
1428,,,0.3495,1,5,0.008
1429,,,0.3016,1,5,0.008
1430,,,0.5523,1,5,0.008
1431,,,0.3593,1,5,0.008
1432,,,0.5184,1,5,0.008
1433,,,0.3536,1,5,0.008
1434,,,0.3398,1,5,0.008
1435,,,0.5713,1,5,0.008
1436,,,0.2046,1,5,0.008
1437,,,0.4781,1,5,0.008
1438,,,0.3201,1,5,0.008
1439,,,0.4211,1,5,0.008
1440,,,0.6148,0,5,0.009000000000000001
1441,,,0.3387,0,5,0.009000000000000001
1442,,,0.3541,0,5,0.009000000000000001
1443,,,0.3226,0,5,0.009000000000000001
1444,,,0.4469,0,5,0.009000000000000001
1445,,,0.5898,0,5,0.009000000000000001
1446,,,0.38,0,5,0.009000000000000001
1447,,,0.3692,0,5,0.009000000000000001
1448,,,0.4786,0,5,0.009000000000000001
1449,,,0.3728,0,5,0.009000000000000001
1450,,,0.3668,0,5,0.009000000000000001
1451,,,0.3144,0,5,0.009000000000000001
1452,,,0.3778,0,5,0.009000000000000001
1453,,,0.4376,0,5,0.009000000000000001
1454,,,0.489,0,5,0.009000000000000001
1455,,,0.226,0,5,0.009000000000000001
1456,,,0.1801,0,5,0.009000000000000001
1457,,,0.2651,0,5,0.009000000000000001
1458,,,0.4154,0,5,0.009000000000000001
1459,,,0.3893,0,5,0.009000000000000001
1460,,,0.2151,0,5,0.009000000000000001
1461,,,0.3419,0,5,0.009000000000000001
1462,,,0.3149,0,5,0.009000000000000001
1463,,,0.3951,0,5,0.009000000000000001
1464,,,0.4709,0,5,0.009000000000000001
1465,,,0.2802,0,5,0.009000000000000001
1466,,,0.5277,0,5,0.009000000000000001
1467,,,0.4453,0,5,0.009000000000000001
1468,,,0.3119,0,5,0.009000000000000001
1469,,,0.4316,0,5,0.009000000000000001
1470,,,0.4003,0,5,0.009000000000000001
1471,,,0.4774,0,5,0.009000000000000001
1472,,,0.3862,0,5,0.009000000000000001
1473,,,0.3239,0,5,0.009000000000000001
1474,,,0.4032,0,5,0.009000000000000001
1475,,,0.3642,0,5,0.009000000000000001
1476,,,0.4349,0,5,0.009000000000000001
1477,,,0.2496,0,5,0.009000000000000001
1478,,,0.3598,0,5,0.009000000000000001
1479,,,0.6228,0,5,0.009000000000000001
1480,,,0.4031,0,5,0.009000000000000001
1481,,,0.4051,0,5,0.009000000000000001
1482,,,0.2311,0,5,0.009000000000000001
1483,,,0.4094,0,5,0.009000000000000001
1484,,,0.5582,0,5,0.009000000000000001
1485,,,0.4199,0,5,0.009000000000000001
1486,,,0.3617,0,5,0.009000000000000001
1487,,,0.2992,0,5,0.009000000000000001
1488,,,0.3812,0,5,0.009000000000000001
1489,,,0.4897,0,5,0.009000000000000001
1490,,,0.324,0,5,0.009000000000000001
1491,,,0.3456,0,5,0.009000000000000001
1492,,,0.3913,0,5,0.009000000000000001
1493,,,0.4608,0,5,0.009000000000000001
1494,,,0.399,0,5,0.009000000000000001
1495,,,0.385,0,5,0.009000000000000001
1496,,,0.4065,0,5,0.009000000000000001
1497,,,0.33,0,5,0.009000000000000001
1498,,,0.3577,0,5,0.009000000000000001
1499,,,0.5477,0,5,0.009000000000000001
1500,,,0.4069,0,5,0.009000000000000001
1501,,,0.4359,0,5,0.009000000000000001
1502,,,0.2369,0,5,0.009000000000000001
1503,,,0.4177,0,5,0.009000000000000001
1504,,,0.3935,0,5,0.009000000000000001
1505,,,0.3601,0,5,0.009000000000000001
1506,,,0.3437,0,5,0.009000000000000001
1507,,,0.6148,0,5,0.009000000000000001
1508,,,0.3906,0,5,0.009000000000000001
1509,,,0.5985,0,5,0.009000000000000001
1510,,,0.5208,0,5,0.009000000000000001
1511,,,0.3424,0,5,0.009000000000000001
1512,,,0.4484,0,5,0.009000000000000001
1513,,,0.3652,0,5,0.009000000000000001
1514,,,0.4406,0,5,0.009000000000000001
1515,,,0.354,0,5,0.009000000000000001
1516,,,0.5106,0,5,0.009000000000000001
1517,,,0.3606,0,5,0.009000000000000001
1518,,,0.2886,0,5,0.009000000000000001
1519,,,0.3912,0,5,0.009000000000000001
1520,,,0.2336,0,5,0.009000000000000001
1521,,,0.3419,0,5,0.009000000000000001
1522,,,0.3155,0,5,0.009000000000000001
1523,,,0.4454,0,5,0.009000000000000001
1524,,,0.4831,0,5,0.009000000000000001
1525,,,0.4016,0,5,0.009000000000000001
1526,,,0.3053,0,5,0.009000000000000001
1527,,,0.5211,0,5,0.009000000000000001
1528,,,0.499,0,5,0.009000000000000001
1529,,,0.4045,0,5,0.009000000000000001
1530,,,0.5305,1,5,0.009000000000000001
1531,,,0.4588,1,5,0.009000000000000001
1532,,,0.5099,1,5,0.009000000000000001
1533,,,0.6029,1,5,0.009000000000000001
1534,,,0.277,1,5,0.009000000000000001
1535,,,0.3044,1,5,0.009000000000000001
1536,,,0.2777,1,5,0.009000000000000001
1537,,,0.1936,1,5,0.009000000000000001
1538,,,0.4152,1,5,0.009000000000000001
1539,,,0.5279,1,5,0.009000000000000001
1540,,,0.3055,1,5,0.009000000000000001
1541,,,0.6745,1,5,0.009000000000000001
1542,,,0.4088,1,5,0.009000000000000001
1543,,,0.3798,1,5,0.009000000000000001
1544,,,0.477,1,5,0.009000000000000001
1545,,,0.4669,1,5,0.009000000000000001
1546,,,0.4123,1,5,0.009000000000000001
1547,,,0.4155,1,5,0.009000000000000001
1548,,,0.322,1,5,0.009000000000000001
1549,,,0.4092,1,5,0.009000000000000001
1550,,,0.3747,1,5,0.009000000000000001
1551,,,0.227,1,5,0.009000000000000001
1552,,,0.4591,1,5,0.009000000000000001
1553,,,0.5275,1,5,0.009000000000000001
1554,,,0.3231,1,5,0.009000000000000001
1555,,,0.4247,1,5,0.009000000000000001
1556,,,0.3868,1,5,0.009000000000000001
1557,,,0.4832,1,5,0.009000000000000001
1558,,,0.5195,1,5,0.009000000000000001
1559,,,0.3737,1,5,0.009000000000000001
1560,,,0.4202,1,5,0.009000000000000001
1561,,,0.581,1,5,0.009000000000000001
1562,,,0.3025,1,5,0.009000000000000001
1563,,,0.4915,1,5,0.009000000000000001
1564,,,0.4155,1,5,0.009000000000000001
1565,,,0.2944,1,5,0.009000000000000001
1566,,,0.2365,1,5,0.009000000000000001
1567,,,0.5526,1,5,0.009000000000000001
1568,,,0.2707,1,5,0.009000000000000001
