,Unnamed: 0,Unnamed: 0.1,acc,bool_hebbian,phi,theta
10960,,,0.7564,1,5,0.4099999999999998
10961,,,0.7788,1,5,0.4099999999999998
10962,,,0.6671,1,5,0.4099999999999998
10963,,,0.6319,1,5,0.4099999999999998
10964,,,0.6628,1,5,0.4099999999999998
10965,,,0.6647,1,5,0.4099999999999998
10966,,,0.752,1,5,0.4099999999999998
10967,,,0.8194,1,5,0.4099999999999998
10968,,,0.8292,1,5,0.4099999999999998
10969,,,0.5931,1,5,0.4099999999999998
10970,,,0.5473,1,5,0.4099999999999998
10971,,,0.7597,1,5,0.4099999999999998
10972,,,0.6537,1,5,0.4099999999999998
10973,,,0.7814,1,5,0.4099999999999998
10974,,,0.9247,1,5,0.4099999999999998
10975,,,0.6629,1,5,0.4099999999999998
10976,,,0.6274,1,5,0.4099999999999998
10977,,,0.6307,1,5,0.4099999999999998
10978,,,0.6373,1,5,0.4099999999999998
10979,,,0.6682,1,5,0.4099999999999998
10980,,,0.5446,0,5,0.4199999999999998
10981,,,0.5623,0,5,0.4199999999999998
10982,,,0.6785,0,5,0.4199999999999998
10983,,,0.9228,0,5,0.4199999999999998
10984,,,0.8253,0,5,0.4199999999999998
10985,,,0.671,0,5,0.4199999999999998
10986,,,0.7588,0,5,0.4199999999999998
10987,,,0.6554,0,5,0.4199999999999998
10988,,,0.6174,0,5,0.4199999999999998
10989,,,0.6669,0,5,0.4199999999999998
10990,,,0.5762,0,5,0.4199999999999998
10991,,,0.7319,0,5,0.4199999999999998
10992,,,0.8442,0,5,0.4199999999999998
10993,,,0.8331,0,5,0.4199999999999998
10994,,,0.8408,0,5,0.4199999999999998
10995,,,0.922,0,5,0.4199999999999998
10996,,,0.6362,0,5,0.4199999999999998
10997,,,0.5544,0,5,0.4199999999999998
10998,,,0.6393,0,5,0.4199999999999998
10999,,,0.7605,0,5,0.4199999999999998
11000,,,0.5564,0,5,0.4199999999999998
11001,,,0.9252,0,5,0.4199999999999998
11002,,,0.5723,0,5,0.4199999999999998
11003,,,0.9309,0,5,0.4199999999999998
11004,,,0.8193,0,5,0.4199999999999998
11005,,,0.6735,0,5,0.4199999999999998
11006,,,0.6654,0,5,0.4199999999999998
11007,,,0.4755,0,5,0.4199999999999998
11008,,,0.6625,0,5,0.4199999999999998
11009,,,0.4905,0,5,0.4199999999999998
11010,,,0.6763,0,5,0.4199999999999998
11011,,,0.6556,0,5,0.4199999999999998
11012,,,0.6453,0,5,0.4199999999999998
11013,,,0.6598,0,5,0.4199999999999998
11014,,,0.7446,0,5,0.4199999999999998
11015,,,0.9222,0,5,0.4199999999999998
11016,,,0.7596,0,5,0.4199999999999998
11017,,,0.7575,0,5,0.4199999999999998
11018,,,0.7154,0,5,0.4199999999999998
11019,,,0.3819,0,5,0.4199999999999998
11020,,,0.7362,0,5,0.4199999999999998
11021,,,0.5776,0,5,0.4199999999999998
11022,,,0.8247,0,5,0.4199999999999998
11023,,,0.67,0,5,0.4199999999999998
11024,,,0.6785,0,5,0.4199999999999998
11025,,,0.847,0,5,0.4199999999999998
11026,,,0.74,0,5,0.4199999999999998
11027,,,0.8488,0,5,0.4199999999999998
11028,,,0.7347,0,5,0.4199999999999998
11029,,,0.7345,0,5,0.4199999999999998
11030,,,0.6687,0,5,0.4199999999999998
11031,,,0.4706,0,5,0.4199999999999998
11032,,,0.5529,0,5,0.4199999999999998
11033,,,0.8462,0,5,0.4199999999999998
11034,,,0.7549,0,5,0.4199999999999998
11035,,,0.6671,0,5,0.4199999999999998
11036,,,0.8373,0,5,0.4199999999999998
11037,,,0.7515,0,5,0.4199999999999998
11038,,,0.8423,0,5,0.4199999999999998
11039,,,0.746,0,5,0.4199999999999998
11040,,,0.6354,0,5,0.4199999999999998
11041,,,0.8325,0,5,0.4199999999999998
11042,,,0.5815,0,5,0.4199999999999998
11043,,,0.7366,0,5,0.4199999999999998
11044,,,0.736,0,5,0.4199999999999998
11045,,,0.6836,0,5,0.4199999999999998
11046,,,0.6656,0,5,0.4199999999999998
11047,,,0.8145,0,5,0.4199999999999998
11048,,,0.7531,0,5,0.4199999999999998
11049,,,0.8571,0,5,0.4199999999999998
11050,,,0.9268,0,5,0.4199999999999998
11051,,,0.9241,0,5,0.4199999999999998
11052,,,0.9272,0,5,0.4199999999999998
11053,,,0.5914,0,5,0.4199999999999998
11054,,,0.6526,0,5,0.4199999999999998
11055,,,0.6515,0,5,0.4199999999999998
11056,,,0.8447,0,5,0.4199999999999998
11057,,,0.478,0,5,0.4199999999999998
11058,,,0.6674,0,5,0.4199999999999998
11059,,,0.7647,0,5,0.4199999999999998
11060,,,0.8368,0,5,0.4199999999999998
11061,,,0.8455,0,5,0.4199999999999998
11062,,,0.568,0,5,0.4199999999999998
11063,,,0.7508,0,5,0.4199999999999998
11064,,,0.9239,0,5,0.4199999999999998
11065,,,0.6706,0,5,0.4199999999999998
11066,,,0.5821,0,5,0.4199999999999998
11067,,,0.7552,0,5,0.4199999999999998
11068,,,0.5817,0,5,0.4199999999999998
11069,,,0.5872,0,5,0.4199999999999998
11070,,,0.4904,1,5,0.4199999999999998
11071,,,0.3635,1,5,0.4199999999999998
11072,,,0.7434,1,5,0.4199999999999998
11073,,,0.6936,1,5,0.4199999999999998
11074,,,0.8269,1,5,0.4199999999999998
11075,,,0.85,1,5,0.4199999999999998
11076,,,0.8026,1,5,0.4199999999999998
11077,,,0.7496,1,5,0.4199999999999998
11078,,,0.735,1,5,0.4199999999999998
11079,,,0.371,1,5,0.4199999999999998
11080,,,0.7393,1,5,0.4199999999999998
11081,,,0.8433,1,5,0.4199999999999998
11082,,,0.8383,1,5,0.4199999999999998
11083,,,0.673,1,5,0.4199999999999998
11084,,,0.7541,1,5,0.4199999999999998
11085,,,0.6697,1,5,0.4199999999999998
11086,,,0.8507,1,5,0.4199999999999998
11087,,,0.7954,1,5,0.4199999999999998
11088,,,0.8344,1,5,0.4199999999999998
11089,,,0.5809,1,5,0.4199999999999998
11090,,,0.5957,1,5,0.4199999999999998
11091,,,0.6635,1,5,0.4199999999999998
11092,,,0.593,1,5,0.4199999999999998
11093,,,0.5896,1,5,0.4199999999999998
11094,,,0.7292,1,5,0.4199999999999998
11095,,,0.684,1,5,0.4199999999999998
11096,,,0.6711,1,5,0.4199999999999998
11097,,,0.754,1,5,0.4199999999999998
11098,,,0.7382,1,5,0.4199999999999998
11099,,,0.907,1,5,0.4199999999999998
11100,,,0.8358,1,5,0.4199999999999998
11101,,,0.5853,1,5,0.4199999999999998
11102,,,0.8433,1,5,0.4199999999999998
11103,,,0.6075,1,5,0.4199999999999998
11104,,,0.8956,1,5,0.4199999999999998
11105,,,0.8511,1,5,0.4199999999999998
11106,,,0.6442,1,5,0.4199999999999998
11107,,,0.7996,1,5,0.4199999999999998
11108,,,0.8358,1,5,0.4199999999999998
11109,,,0.5755,1,5,0.4199999999999998
11110,,,0.7442,1,5,0.4199999999999998
11111,,,0.5859,1,5,0.4199999999999998
11112,,,0.6669,1,5,0.4199999999999998
11113,,,0.6692,1,5,0.4199999999999998
11114,,,0.6582,1,5,0.4199999999999998
11115,,,0.7626,1,5,0.4199999999999998
11116,,,0.7291,1,5,0.4199999999999998
11117,,,0.5658,1,5,0.4199999999999998
11118,,,0.925,1,5,0.4199999999999998
11119,,,0.8401,1,5,0.4199999999999998
11120,,,0.551,1,5,0.4199999999999998
11121,,,0.9289,1,5,0.4199999999999998
11122,,,0.7471,1,5,0.4199999999999998
11123,,,0.7013,1,5,0.4199999999999998
11124,,,0.8468,1,5,0.4199999999999998
11125,,,0.7493,1,5,0.4199999999999998
11126,,,0.842,1,5,0.4199999999999998
11127,,,0.6107,1,5,0.4199999999999998
11128,,,0.7321,1,5,0.4199999999999998
11129,,,0.6483,1,5,0.4199999999999998
11130,,,0.8279,1,5,0.4199999999999998
11131,,,0.556,1,5,0.4199999999999998
11132,,,0.8253,1,5,0.4199999999999998
11133,,,0.907,1,5,0.4199999999999998
11134,,,0.5785,1,5,0.4199999999999998
11135,,,0.6068,1,5,0.4199999999999998
11136,,,0.6407,1,5,0.4199999999999998
11137,,,0.7556,1,5,0.4199999999999998
11138,,,0.5063,1,5,0.4199999999999998
11139,,,0.839,1,5,0.4199999999999998
11140,,,0.7457,1,5,0.4199999999999998
11141,,,0.6685,1,5,0.4199999999999998
11142,,,0.9286,1,5,0.4199999999999998
11143,,,0.8357,1,5,0.4199999999999998
11144,,,0.7319,1,5,0.4199999999999998
11145,,,0.9324,1,5,0.4199999999999998
11146,,,0.653,1,5,0.4199999999999998
11147,,,0.9211,1,5,0.4199999999999998
11148,,,0.7048,1,5,0.4199999999999998
11149,,,0.7741,1,5,0.4199999999999998
11150,,,0.6078,1,5,0.4199999999999998
11151,,,0.7332,1,5,0.4199999999999998
11152,,,0.7849,1,5,0.4199999999999998
11153,,,0.4972,1,5,0.4199999999999998
11154,,,0.5271,1,5,0.4199999999999998
11155,,,0.647,1,5,0.4199999999999998
11156,,,0.7753,1,5,0.4199999999999998
11157,,,0.549,1,5,0.4199999999999998
11158,,,0.541,1,5,0.4199999999999998
11159,,,0.8334,1,5,0.4199999999999998
11160,,,0.5778,0,5,0.4299999999999998
11161,,,0.5853,0,5,0.4299999999999998
11162,,,0.7541,0,5,0.4299999999999998
11163,,,0.8214,0,5,0.4299999999999998
11164,,,0.7461,0,5,0.4299999999999998
11165,,,0.7125,0,5,0.4299999999999998
11166,,,0.7594,0,5,0.4299999999999998
11167,,,0.7479,0,5,0.4299999999999998
11168,,,0.4877,0,5,0.4299999999999998
11169,,,0.5529,0,5,0.4299999999999998
11170,,,0.8306,0,5,0.4299999999999998
11171,,,0.849,0,5,0.4299999999999998
11172,,,0.6447,0,5,0.4299999999999998
11173,,,0.7332,0,5,0.4299999999999998
11174,,,0.6655,0,5,0.4299999999999998
11175,,,0.7605,0,5,0.4299999999999998
11176,,,0.7627,0,5,0.4299999999999998
11177,,,0.6775,0,5,0.4299999999999998
11178,,,0.8432,0,5,0.4299999999999998
11179,,,0.6467,0,5,0.4299999999999998
11180,,,0.6276,0,5,0.4299999999999998
11181,,,0.855,0,5,0.4299999999999998
11182,,,0.7261,0,5,0.4299999999999998
11183,,,0.4667,0,5,0.4299999999999998
11184,,,0.841,0,5,0.4299999999999998
11185,,,0.925,0,5,0.4299999999999998
11186,,,0.6501,0,5,0.4299999999999998
11187,,,0.8354,0,5,0.4299999999999998
11188,,,0.6428,0,5,0.4299999999999998
11189,,,0.8354,0,5,0.4299999999999998
11190,,,0.4612,0,5,0.4299999999999998
11191,,,0.7388,0,5,0.4299999999999998
11192,,,0.7281,0,5,0.4299999999999998
11193,,,0.855,0,5,0.4299999999999998
11194,,,0.6457,0,5,0.4299999999999998
11195,,,0.4557,0,5,0.4299999999999998
11196,,,0.7599,0,5,0.4299999999999998
11197,,,0.5661,0,5,0.4299999999999998
11198,,,0.5735,0,5,0.4299999999999998
11199,,,0.8454,0,5,0.4299999999999998
11200,,,0.5931,0,5,0.4299999999999998
11201,,,0.5673,0,5,0.4299999999999998
11202,,,0.7234,0,5,0.4299999999999998
11203,,,0.7317,0,5,0.4299999999999998
11204,,,0.2864,0,5,0.4299999999999998
11205,,,0.7246,0,5,0.4299999999999998
11206,,,0.7422,0,5,0.4299999999999998
11207,,,0.9323,0,5,0.4299999999999998
11208,,,0.4889,0,5,0.4299999999999998
11209,,,0.8093,0,5,0.4299999999999998
11210,,,0.6671,0,5,0.4299999999999998
11211,,,0.664,0,5,0.4299999999999998
11212,,,0.7667,0,5,0.4299999999999998
11213,,,0.6604,0,5,0.4299999999999998
11214,,,0.6645,0,5,0.4299999999999998
11215,,,0.6427,0,5,0.4299999999999998
11216,,,0.5732,0,5,0.4299999999999998
11217,,,0.7455,0,5,0.4299999999999998
11218,,,0.8488,0,5,0.4299999999999998
11219,,,0.6342,0,5,0.4299999999999998
11220,,,0.3743,0,5,0.4299999999999998
11221,,,0.85,0,5,0.4299999999999998
11222,,,0.9271,0,5,0.4299999999999998
11223,,,0.8388,0,5,0.4299999999999998
11224,,,0.7325,0,5,0.4299999999999998
11225,,,0.8383,0,5,0.4299999999999998
11226,,,0.6568,0,5,0.4299999999999998
11227,,,0.4771,0,5,0.4299999999999998
11228,,,0.6394,0,5,0.4299999999999998
11229,,,0.5493,0,5,0.4299999999999998
11230,,,0.6357,0,5,0.4299999999999998
11231,,,0.5619,0,5,0.4299999999999998
11232,,,0.9142,0,5,0.4299999999999998
11233,,,0.6549,0,5,0.4299999999999998
11234,,,0.7229,0,5,0.4299999999999998
11235,,,0.7708,0,5,0.4299999999999998
11236,,,0.9189,0,5,0.4299999999999998
11237,,,0.754,0,5,0.4299999999999998
11238,,,0.5681,0,5,0.4299999999999998
11239,,,0.6393,0,5,0.4299999999999998
11240,,,0.7661,0,5,0.4299999999999998
11241,,,0.6452,0,5,0.4299999999999998
11242,,,0.6614,0,5,0.4299999999999998
11243,,,0.5751,0,5,0.4299999999999998
11244,,,0.9227,0,5,0.4299999999999998
11245,,,0.7414,0,5,0.4299999999999998
11246,,,0.744,0,5,0.4299999999999998
11247,,,0.8373,0,5,0.4299999999999998
11248,,,0.837,0,5,0.4299999999999998
11249,,,0.5588,0,5,0.4299999999999998
11250,,,0.676,1,5,0.4299999999999998
11251,,,0.7539,1,5,0.4299999999999998
11252,,,0.6983,1,5,0.4299999999999998
11253,,,0.8203,1,5,0.4299999999999998
11254,,,0.8517,1,5,0.4299999999999998
11255,,,0.5934,1,5,0.4299999999999998
11256,,,0.9174,1,5,0.4299999999999998
11257,,,0.5974,1,5,0.4299999999999998
11258,,,0.763,1,5,0.4299999999999998
11259,,,0.7238,1,5,0.4299999999999998
11260,,,0.7837,1,5,0.4299999999999998
11261,,,0.6364,1,5,0.4299999999999998
11262,,,0.6484,1,5,0.4299999999999998
11263,,,0.6937,1,5,0.4299999999999998
11264,,,0.6633,1,5,0.4299999999999998
11265,,,0.7958,1,5,0.4299999999999998
11266,,,0.6649,1,5,0.4299999999999998
11267,,,0.837,1,5,0.4299999999999998
11268,,,0.8547,1,5,0.4299999999999998
11269,,,0.744,1,5,0.4299999999999998
11270,,,0.6695,1,5,0.4299999999999998
11271,,,0.5672,1,5,0.4299999999999998
11272,,,0.8357,1,5,0.4299999999999998
11273,,,0.5685,1,5,0.4299999999999998
11274,,,0.6207,1,5,0.4299999999999998
11275,,,0.776,1,5,0.4299999999999998
11276,,,0.732,1,5,0.4299999999999998
11277,,,0.6368,1,5,0.4299999999999998
11278,,,0.6678,1,5,0.4299999999999998
11279,,,0.8313,1,5,0.4299999999999998
11280,,,0.822,1,5,0.4299999999999998
11281,,,0.8313,1,5,0.4299999999999998
11282,,,0.2813,1,5,0.4299999999999998
11283,,,0.8137,1,5,0.4299999999999998
11284,,,0.7094,1,5,0.4299999999999998
11285,,,0.5666,1,5,0.4299999999999998
11286,,,0.7362,1,5,0.4299999999999998
11287,,,0.7374,1,5,0.4299999999999998
11288,,,0.6199,1,5,0.4299999999999998
11289,,,0.7082,1,5,0.4299999999999998
11290,,,0.8321,1,5,0.4299999999999998
11291,,,0.7414,1,5,0.4299999999999998
11292,,,0.5566,1,5,0.4299999999999998
11293,,,0.8197,1,5,0.4299999999999998
11294,,,0.5248,1,5,0.4299999999999998
11295,,,0.7441,1,5,0.4299999999999998
11296,,,0.7477,1,5,0.4299999999999998
11297,,,0.8549,1,5,0.4299999999999998
11298,,,0.8477,1,5,0.4299999999999998
11299,,,0.6975,1,5,0.4299999999999998
11300,,,0.5807,1,5,0.4299999999999998
11301,,,0.8463,1,5,0.4299999999999998
11302,,,0.7809,1,5,0.4299999999999998
11303,,,0.7271,1,5,0.4299999999999998
11304,,,0.8292,1,5,0.4299999999999998
11305,,,0.7395,1,5,0.4299999999999998
11306,,,0.6366,1,5,0.4299999999999998
11307,,,0.8407,1,5,0.4299999999999998
11308,,,0.6742,1,5,0.4299999999999998
11309,,,0.7809,1,5,0.4299999999999998
11310,,,0.8899,1,5,0.4299999999999998
11311,,,0.5719,1,5,0.4299999999999998
11312,,,0.8526,1,5,0.4299999999999998
11313,,,0.7563,1,5,0.4299999999999998
11314,,,0.5683,1,5,0.4299999999999998
11315,,,0.6594,1,5,0.4299999999999998
11316,,,0.8508,1,5,0.4299999999999998
11317,,,0.6293,1,5,0.4299999999999998
11318,,,0.8431,1,5,0.4299999999999998
11319,,,0.7565,1,5,0.4299999999999998
11320,,,0.7504,1,5,0.4299999999999998
11321,,,0.6166,1,5,0.4299999999999998
11322,,,0.8079,1,5,0.4299999999999998
11323,,,0.7764,1,5,0.4299999999999998
11324,,,0.7302,1,5,0.4299999999999998
11325,,,0.754,1,5,0.4299999999999998
11326,,,0.6973,1,5,0.4299999999999998
11327,,,0.9279,1,5,0.4299999999999998
11328,,,0.7574,1,5,0.4299999999999998
11329,,,0.7491,1,5,0.4299999999999998
11330,,,0.6677,1,5,0.4299999999999998
11331,,,0.604,1,5,0.4299999999999998
11332,,,0.742,1,5,0.4299999999999998
11333,,,0.8451,1,5,0.4299999999999998
11334,,,0.6621,1,5,0.4299999999999998
11335,,,0.5588,1,5,0.4299999999999998
11336,,,0.7162,1,5,0.4299999999999998
11337,,,0.6608,1,5,0.4299999999999998
11338,,,0.7925,1,5,0.4299999999999998
11339,,,0.5659,1,5,0.4299999999999998
11340,,,0.9059,0,5,0.43999999999999984
11341,,,0.6411,0,5,0.43999999999999984
11342,,,0.6561,0,5,0.43999999999999984
11343,,,0.6407,0,5,0.43999999999999984
11344,,,0.8449,0,5,0.43999999999999984
11345,,,0.7566,0,5,0.43999999999999984
11346,,,0.6623,0,5,0.43999999999999984
11347,,,0.4932,0,5,0.43999999999999984
11348,,,0.6392,0,5,0.43999999999999984
11349,,,0.755,0,5,0.43999999999999984
11350,,,0.2847,0,5,0.43999999999999984
11351,,,0.6478,0,5,0.43999999999999984
11352,,,0.8413,0,5,0.43999999999999984
11353,,,0.5527,0,5,0.43999999999999984
11354,,,0.6573,0,5,0.43999999999999984
11355,,,0.8294,0,5,0.43999999999999984
11356,,,0.6373,0,5,0.43999999999999984
11357,,,0.7616,0,5,0.43999999999999984
11358,,,0.475,0,5,0.43999999999999984
11359,,,0.8232,0,5,0.43999999999999984
11360,,,0.7172,0,5,0.43999999999999984
11361,,,0.648,0,5,0.43999999999999984
11362,,,0.8102,0,5,0.43999999999999984
11363,,,0.552,0,5,0.43999999999999984
11364,,,0.7414,0,5,0.43999999999999984
11365,,,0.6377,0,5,0.43999999999999984
11366,,,0.8181,0,5,0.43999999999999984
11367,,,0.7641,0,5,0.43999999999999984
11368,,,0.7564,0,5,0.43999999999999984
11369,,,0.9269,0,5,0.43999999999999984
11370,,,0.6622,0,5,0.43999999999999984
11371,,,0.6357,0,5,0.43999999999999984
11372,,,0.4645,0,5,0.43999999999999984
11373,,,0.8493,0,5,0.43999999999999984
11374,,,0.7201,0,5,0.43999999999999984
11375,,,0.9252,0,5,0.43999999999999984
11376,,,0.7278,0,5,0.43999999999999984
11377,,,0.8568,0,5,0.43999999999999984
11378,,,0.8337,0,5,0.43999999999999984
11379,,,0.6372,0,5,0.43999999999999984
11380,,,0.7123,0,5,0.43999999999999984
11381,,,0.6637,0,5,0.43999999999999984
11382,,,0.7504,0,5,0.43999999999999984
11383,,,0.5654,0,5,0.43999999999999984
11384,,,0.756,0,5,0.43999999999999984
11385,,,0.6767,0,5,0.43999999999999984
11386,,,0.5748,0,5,0.43999999999999984
11387,,,0.6477,0,5,0.43999999999999984
11388,,,0.8433,0,5,0.43999999999999984
11389,,,0.5707,0,5,0.43999999999999984
11390,,,0.5789,0,5,0.43999999999999984
11391,,,0.6433,0,5,0.43999999999999984
11392,,,0.8104,0,5,0.43999999999999984
11393,,,0.833,0,5,0.43999999999999984
11394,,,0.5738,0,5,0.43999999999999984
11395,,,0.9323,0,5,0.43999999999999984
11396,,,0.4551,0,5,0.43999999999999984
11397,,,0.5707,0,5,0.43999999999999984
11398,,,0.561,0,5,0.43999999999999984
11399,,,0.6689,0,5,0.43999999999999984
11400,,,0.8465,0,5,0.43999999999999984
11401,,,0.6571,0,5,0.43999999999999984
11402,,,0.5652,0,5,0.43999999999999984
11403,,,0.6496,0,5,0.43999999999999984
11404,,,0.6501,0,5,0.43999999999999984
11405,,,0.5859,0,5,0.43999999999999984
11406,,,0.7309,0,5,0.43999999999999984
11407,,,0.9318,0,5,0.43999999999999984
11408,,,0.829,0,5,0.43999999999999984
11409,,,0.8171,0,5,0.43999999999999984
11410,,,0.9303,0,5,0.43999999999999984
11411,,,0.4723,0,5,0.43999999999999984
11412,,,0.6402,0,5,0.43999999999999984
11413,,,0.5841,0,5,0.43999999999999984
11414,,,0.6352,0,5,0.43999999999999984
11415,,,0.7593,0,5,0.43999999999999984
11416,,,0.9323,0,5,0.43999999999999984
11417,,,0.8403,0,5,0.43999999999999984
11418,,,0.6598,0,5,0.43999999999999984
11419,,,0.6365,0,5,0.43999999999999984
11420,,,0.466,0,5,0.43999999999999984
11421,,,0.5462,0,5,0.43999999999999984
11422,,,0.8401,0,5,0.43999999999999984
11423,,,0.9267,0,5,0.43999999999999984
11424,,,0.675,0,5,0.43999999999999984
11425,,,0.7497,0,5,0.43999999999999984
11426,,,0.7544,0,5,0.43999999999999984
11427,,,0.7176,0,5,0.43999999999999984
11428,,,0.7395,0,5,0.43999999999999984
11429,,,0.546,0,5,0.43999999999999984
11430,,,0.6274,1,5,0.43999999999999984
11431,,,0.9289,1,5,0.43999999999999984
11432,,,0.7398,1,5,0.43999999999999984
11433,,,0.7604,1,5,0.43999999999999984
11434,,,0.5718,1,5,0.43999999999999984
11435,,,0.6867,1,5,0.43999999999999984
11436,,,0.8104,1,5,0.43999999999999984
11437,,,0.8418,1,5,0.43999999999999984
11438,,,0.7421,1,5,0.43999999999999984
11439,,,0.7879,1,5,0.43999999999999984
11440,,,0.6821,1,5,0.43999999999999984
11441,,,0.5726,1,5,0.43999999999999984
11442,,,0.521,1,5,0.43999999999999984
11443,,,0.7535,1,5,0.43999999999999984
11444,,,0.7017,1,5,0.43999999999999984
11445,,,0.7141,1,5,0.43999999999999984
11446,,,0.8472,1,5,0.43999999999999984
11447,,,0.8079,1,5,0.43999999999999984
11448,,,0.6426,1,5,0.43999999999999984
11449,,,0.8229,1,5,0.43999999999999984
11450,,,0.6687,1,5,0.43999999999999984
11451,,,0.6369,1,5,0.43999999999999984
11452,,,0.7667,1,5,0.43999999999999984
11453,,,0.8214,1,5,0.43999999999999984
11454,,,0.7531,1,5,0.43999999999999984
11455,,,0.7849,1,5,0.43999999999999984
11456,,,0.6393,1,5,0.43999999999999984
11457,,,0.6715,1,5,0.43999999999999984
11458,,,0.6816,1,5,0.43999999999999984
11459,,,0.7419,1,5,0.43999999999999984
11460,,,0.6694,1,5,0.43999999999999984
11461,,,0.7139,1,5,0.43999999999999984
11462,,,0.8136,1,5,0.43999999999999984
11463,,,0.9272,1,5,0.43999999999999984
11464,,,0.7482,1,5,0.43999999999999984
11465,,,0.8191,1,5,0.43999999999999984
11466,,,0.8442,1,5,0.43999999999999984
11467,,,0.9194,1,5,0.43999999999999984
11468,,,0.7118,1,5,0.43999999999999984
11469,,,0.6379,1,5,0.43999999999999984
11470,,,0.9315,1,5,0.43999999999999984
11471,,,0.702,1,5,0.43999999999999984
11472,,,0.6656,1,5,0.43999999999999984
11473,,,0.5995,1,5,0.43999999999999984
11474,,,0.7364,1,5,0.43999999999999984
11475,,,0.4979,1,5,0.43999999999999984
11476,,,0.9214,1,5,0.43999999999999984
11477,,,0.8882,1,5,0.43999999999999984
11478,,,0.7496,1,5,0.43999999999999984
11479,,,0.7269,1,5,0.43999999999999984
11480,,,0.7407,1,5,0.43999999999999984
11481,,,0.9013,1,5,0.43999999999999984
11482,,,0.8467,1,5,0.43999999999999984
11483,,,0.7986,1,5,0.43999999999999984
11484,,,0.6338,1,5,0.43999999999999984
11485,,,0.5428,1,5,0.43999999999999984
11486,,,0.6037,1,5,0.43999999999999984
11487,,,0.4434,1,5,0.43999999999999984
11488,,,0.5698,1,5,0.43999999999999984
11489,,,0.7555,1,5,0.43999999999999984
11490,,,0.8144,1,5,0.43999999999999984
11491,,,0.8377,1,5,0.43999999999999984
11492,,,0.7807,1,5,0.43999999999999984
11493,,,0.6512,1,5,0.43999999999999984
11494,,,0.7294,1,5,0.43999999999999984
11495,,,0.6388,1,5,0.43999999999999984
11496,,,0.8325,1,5,0.43999999999999984
11497,,,0.658,1,5,0.43999999999999984
11498,,,0.7149,1,5,0.43999999999999984
11499,,,0.907,1,5,0.43999999999999984
11500,,,0.5433,1,5,0.43999999999999984
11501,,,0.4797,1,5,0.43999999999999984
11502,,,0.5988,1,5,0.43999999999999984
11503,,,0.5426,1,5,0.43999999999999984
11504,,,0.7008,1,5,0.43999999999999984
11505,,,0.6234,1,5,0.43999999999999984
11506,,,0.8245,1,5,0.43999999999999984
11507,,,0.9024,1,5,0.43999999999999984
11508,,,0.7983,1,5,0.43999999999999984
11509,,,0.5614,1,5,0.43999999999999984
11510,,,0.593,1,5,0.43999999999999984
11511,,,0.7602,1,5,0.43999999999999984
11512,,,0.745,1,5,0.43999999999999984
11513,,,0.6819,1,5,0.43999999999999984
11514,,,0.7982,1,5,0.43999999999999984
11515,,,0.5797,1,5,0.43999999999999984
11516,,,0.4597,1,5,0.43999999999999984
11517,,,0.7297,1,5,0.43999999999999984
11518,,,0.918,1,5,0.43999999999999984
11519,,,0.8487,1,5,0.43999999999999984
11520,,,0.8541,0,5,0.44999999999999984
11521,,,0.5683,0,5,0.44999999999999984
11522,,,0.5603,0,5,0.44999999999999984
11523,,,0.76,0,5,0.44999999999999984
11524,,,0.6652,0,5,0.44999999999999984
11525,,,0.3898,0,5,0.44999999999999984
11526,,,0.7284,0,5,0.44999999999999984
11527,,,0.7694,0,5,0.44999999999999984
11528,,,0.8451,0,5,0.44999999999999984
11529,,,0.7385,0,5,0.44999999999999984
11530,,,0.6749,0,5,0.44999999999999984
11531,,,0.7666,0,5,0.44999999999999984
11532,,,0.6297,0,5,0.44999999999999984
11533,,,0.5553,0,5,0.44999999999999984
11534,,,0.6735,0,5,0.44999999999999984
11535,,,0.569,0,5,0.44999999999999984
11536,,,0.8532,0,5,0.44999999999999984
11537,,,0.6596,0,5,0.44999999999999984
11538,,,0.6595,0,5,0.44999999999999984
11539,,,0.7577,0,5,0.44999999999999984
11540,,,0.8417,0,5,0.44999999999999984
11541,,,0.5577,0,5,0.44999999999999984
11542,,,0.7466,0,5,0.44999999999999984
11543,,,0.6414,0,5,0.44999999999999984
11544,,,0.4915,0,5,0.44999999999999984
11545,,,0.6557,0,5,0.44999999999999984
11546,,,0.5749,0,5,0.44999999999999984
11547,,,0.6833,0,5,0.44999999999999984
11548,,,0.664,0,5,0.44999999999999984
11549,,,0.5542,0,5,0.44999999999999984
11550,,,0.6703,0,5,0.44999999999999984
11551,,,0.587,0,5,0.44999999999999984
11552,,,0.7576,0,5,0.44999999999999984
11553,,,0.6597,0,5,0.44999999999999984
11554,,,0.7313,0,5,0.44999999999999984
11555,,,0.5742,0,5,0.44999999999999984
11556,,,0.9283,0,5,0.44999999999999984
11557,,,0.7497,0,5,0.44999999999999984
11558,,,0.8463,0,5,0.44999999999999984
11559,,,0.7679,0,5,0.44999999999999984
11560,,,0.5764,0,5,0.44999999999999984
11561,,,0.7538,0,5,0.44999999999999984
11562,,,0.8111,0,5,0.44999999999999984
11563,,,0.932,0,5,0.44999999999999984
11564,,,0.5883,0,5,0.44999999999999984
11565,,,0.6426,0,5,0.44999999999999984
11566,,,0.4676,0,5,0.44999999999999984
11567,,,0.8452,0,5,0.44999999999999984
11568,,,0.5731,0,5,0.44999999999999984
11569,,,0.8466,0,5,0.44999999999999984
